#DGE	exludesample	sox2_nes:positive:negative
gene_name	baseMean	log2FoldChange	pvalue	padj	Significance	Geneid
ENSG00000286758	93.05662331147	3.67507658123095	0.0592404416191425	0.908633251312232	not_sign	ENSG00000286758.2
CFAP96	120.960283476599	3.46375028130494	0.059329775950682	0.909083341513282	not_sign	ENSG00000205129.10
RNF115	3322.43333763142	-0.631837458212339	0.0594058806123761	0.909330014949442	not_sign	ENSG00000265491.6
RAB40AL	44.1468381640317	-4.92024270207478	0.0594463448310134	NA	not_sign	ENSG00000102128.8
ENSG00000303418	260.089260892	-1.85762458209335	0.0595014633956204	0.909874042681364	not_sign	ENSG00000303418.1
ATP2A3	23.0882645191679	6.95334972214267	0.0595867443924306	NA	not_sign	ENSG00000074370.20
HNRNPH3	15948.6635520734	-0.440233922051262	0.0595984861299906	0.910438970578506	not_sign	ENSG00000096746.19
ENSG00000286904	63.2299772340098	-4.23738852222739	0.059618714477208	NA	not_sign	ENSG00000286904.1
SKA3	411.337820978798	1.70885302362952	0.0597029867595255	0.911116879510423	not_sign	ENSG00000165480.17
LINC02930	78.0538497056836	4.21397488758099	0.0597309192421675	NA	not_sign	ENSG00000274461.3
HOOK2	3444.4530746462	-0.66874596823791	0.0599004300428565	0.912655111610155	not_sign	ENSG00000095066.13
LRG1	62.0512791915543	-4.4128373052872	0.0599149107136562	NA	not_sign	ENSG00000171236.11
BRD2	18531.8285099408	-0.479175780995198	0.0599352803565339	0.912655111610155	not_sign	ENSG00000204256.16
NAIF1	79.8309013709679	4.12633988151381	0.0599376056901343	NA	not_sign	ENSG00000171169.9
TNN	118.235202630866	3.60653305189212	0.0599844589655348	0.912655111610155	not_sign	ENSG00000120332.18
ARHGEF39	55.9841358424057	4.5183910581613	0.060057564567393	NA	not_sign	ENSG00000137135.19
VWA8	809.818533416479	1.10512762367747	0.0601463858493213	0.914173049321874	not_sign	ENSG00000102763.19
CSNK1G3	1195.76943172376	0.972139468751946	0.0602430862706551	0.914173049321874	not_sign	ENSG00000151292.20
STRN	4330.5159200393	-0.607504579898244	0.0603015955646721	0.914173049321874	not_sign	ENSG00000115808.14
KIF4A	1354.44543934368	0.883989881810795	0.0603255278686732	0.914173049321874	not_sign	ENSG00000090889.13
LINC00482	46.1062283780253	-4.7880295569114	0.0603360638558521	NA	not_sign	ENSG00000185168.8
PRAF2	119.714732173736	3.59894994825181	0.0603955647878423	0.914320068726236	not_sign	ENSG00000243279.5
EMILIN3	90.7815687571605	4.0453901059233	0.0604938268755499	0.914893665141799	not_sign	ENSG00000183798.5
C12orf75	57.6127930100203	4.42242116866294	0.0606180472815292	NA	not_sign	ENSG00000235162.10
MTND4P32	19.4181954168351	8.02874818015174	0.0606550654124456	NA	not_sign	ENSG00000226056.1
TTC36	52.7913581147227	4.57656829628878	0.0607176351039789	NA	not_sign	ENSG00000172425.13
MAPK1IP1L	3013.33095355502	0.696537883658209	0.0608023323039956	0.916466321629301	not_sign	ENSG00000168175.17
ENSG00000288584	40.7769211518697	5.35666482864034	0.0608256257161971	NA	not_sign	ENSG00000288584.2
ENSG00000228793	104.686238424385	3.74566076875923	0.0608332903317787	0.916466321629301	not_sign	ENSG00000228793.4
ENSG00000284686	57.1364816534406	4.38000826366056	0.060837264378055	NA	not_sign	ENSG00000284686.1
RPL7L1P8	45.4023647755169	-4.87523392767941	0.0608466794812838	NA	not_sign	ENSG00000228766.3
FAM72B	56.397304400336	4.45987975015306	0.060858141817218	NA	not_sign	ENSG00000188610.13
PIEZO1	3088.19697770023	-0.65731230519639	0.0608797943712543	0.916466321629301	not_sign	ENSG00000103335.23
SLC38A4-AS1	163.125065856453	3.1882285823975	0.0608883712111985	0.916466321629301	not_sign	ENSG00000257261.8
KCTD1	627.742863520304	1.25872114948975	0.0610261098719229	0.916466321629301	not_sign	ENSG00000134504.15
CA13	87.7268731649465	3.74458130068207	0.0610276289095098	0.916466321629301	not_sign	ENSG00000185015.8
ENSG00000278576	100.151516751926	3.87895677004482	0.0610345820920956	0.916466321629301	not_sign	ENSG00000278576.1
ENSG00000301723	19.2718254445316	8.0430703763681	0.0610369353417168	NA	not_sign	ENSG00000301723.1
LRRN1	2640.62513241418	0.781936732140465	0.0611313729092424	0.916466321629301	not_sign	ENSG00000175928.7
DDX19A	2932.27778999273	-0.72868081616809	0.0611421044719034	0.916466321629301	not_sign	ENSG00000168872.18
CLTC	12247.5411420441	0.453140505245492	0.0612404446777096	0.917033299057324	not_sign	ENSG00000141367.15
ENSG00000306957	94.3351897466405	3.71667846092234	0.061440470990478	0.919120333059925	not_sign	ENSG00000306957.1
ENSG00000299697	164.11151586406	-2.2823776527886	0.0615842634615975	0.919692704304482	not_sign	ENSG00000299697.1
ARHGAP22	223.710504055276	2.12506110291818	0.061659476351811	0.919692704304482	not_sign	ENSG00000128805.16
ZNF492	143.599083906069	3.01316346340798	0.0616608016083776	0.919692704304482	not_sign	ENSG00000229676.3
MRPS18A	729.738527956634	1.22793177481374	0.0619323839827509	0.921473704697689	not_sign	ENSG00000096080.13
TCHP	3120.84677805195	-0.74384862450952	0.0619410048775679	0.921473704697689	not_sign	ENSG00000139437.19
IKZF1	55.3898777072051	-4.62877894680172	0.0619573132272627	NA	not_sign	ENSG00000185811.22
TCEAL7	736.110355450532	-1.16999347282985	0.0619626306643094	0.921473704697689	not_sign	ENSG00000182916.9
IRAG2	86.2947953907382	-3.62855379186371	0.0621643044750903	0.921634106908344	not_sign	ENSG00000118308.17
ENSG00000283103	334.394315392777	-1.73666442289838	0.0622988154647458	0.921634106908344	not_sign	ENSG00000283103.6
ENSG00000267892	152.066225556736	3.14477323713736	0.062315773774385	0.921634106908344	not_sign	ENSG00000267892.1
PAX6	1958.49615262235	0.818471867933389	0.0623159556075841	0.921634106908344	not_sign	ENSG00000007372.25
MGAM	344.642419053773	-1.81451747287492	0.0623400324796276	0.921634106908344	not_sign	ENSG00000257335.8
LINC02976	69.950287857156	4.40084408641225	0.0623402660064493	NA	not_sign	ENSG00000231113.2
ENSG00000297062	72.3782861920465	4.11929574847546	0.0623454765966713	NA	not_sign	ENSG00000297062.1
ENSG00000231181	49.6989964248873	4.87922811830251	0.0623556839659968	NA	not_sign	ENSG00000231181.1
DDIT4-AS1	65.9950433206139	4.23033003835201	0.0624285727900998	NA	not_sign	ENSG00000289506.3
GIGYF2	18210.225007883	-0.541478863726541	0.0624614479853432	0.921634106908344	not_sign	ENSG00000204120.17
PKD1P1	43.8793888798338	5.52478207558743	0.0624697793933069	NA	not_sign	ENSG00000244257.5
STC1	479.968976661731	1.89474999057141	0.0624847687197152	0.921634106908344	not_sign	ENSG00000159167.12
BAZ2B	15769.6826097217	-0.501862521960683	0.0624924763059309	0.921634106908344	not_sign	ENSG00000123636.21
COX8A	62.7344862286055	4.26145437014695	0.0625182975452436	NA	not_sign	ENSG00000176340.4
BACH1-IT1	81.5024336495871	3.86774472585569	0.0625207774780109	0.921634106908344	not_sign	ENSG00000248476.1
ENSG00000258578	23.2121951179992	-6.67947864465935	0.0625209237029043	NA	not_sign	ENSG00000258578.2
ENSG00000309311	18.9871124409083	8.0474254613068	0.0625691154196436	NA	not_sign	ENSG00000309311.1
ENSG00000295900	46.6422483798207	-4.73846651900734	0.0625703767033704	NA	not_sign	ENSG00000295900.1
WNT9B	72.9826879037912	-3.90798814036023	0.0625730829913079	NA	not_sign	ENSG00000158955.11
ENSG00000282876	42.9023882599751	4.88553943854842	0.0626216004238672	NA	not_sign	ENSG00000282876.1
MYRFL	169.91562467003	2.84461182623372	0.0626263224994542	0.922292799957948	not_sign	ENSG00000166268.12
ENSG00000275807	66.6307142342106	4.23689375727674	0.0627352229632519	NA	not_sign	ENSG00000275807.2
ENSG00000294444	29.3703653827139	-6.03996535523632	0.0627863121455108	NA	not_sign	ENSG00000294444.1
C16orf46	89.9533618394566	-3.14960742772102	0.0628395508065796	0.923755580516163	not_sign	ENSG00000166455.15
LIMD2	97.0722574669956	3.09015718523475	0.0628475652311049	0.923755580516163	not_sign	ENSG00000136490.10
PLPP2	40.4700619967478	5.35038774822342	0.0628699413688267	NA	not_sign	ENSG00000141934.11
CASC3	14220.9501612697	-0.539023648263913	0.0630454460282256	0.925766171619894	not_sign	ENSG00000108349.19
RNU1-1	60.1928915093022	3.63868905870941	0.0630748663208031	NA	not_sign	ENSG00000206652.1
ENSG00000266306	18.9469777359899	8.03654224884075	0.0631683333665821	NA	not_sign	ENSG00000266306.2
SPARCL1	38442.8512952295	0.38936150280285	0.0631945393139333	0.927057162404013	not_sign	ENSG00000152583.14
TBX19	71.9387218546034	4.04652327719002	0.0633522700917311	NA	not_sign	ENSG00000143178.13
CHAC2	68.9825924197067	4.04000796913016	0.0633645204861799	NA	not_sign	ENSG00000143942.6
ITSN2	4836.47545931449	-0.603342473687404	0.0634089899956553	0.929303514887969	not_sign	ENSG00000198399.17
RAB3GAP1	4047.39829015345	-0.616208630026247	0.0634727744628683	0.929339540299813	not_sign	ENSG00000115839.21
SDR42E1	38.7970572478176	-5.37541129243211	0.0634878757871008	NA	not_sign	ENSG00000184860.11
ZGRF1	1287.21590089869	0.898818848583684	0.0635596108764616	0.929712686507624	not_sign	ENSG00000138658.18
HCG4B	25.7225923492325	6.60446385343418	0.0636982530226144	NA	not_sign	ENSG00000227262.3
ZNF248-AS1	34.8247927716355	5.25439883735853	0.0637128954078623	NA	not_sign	ENSG00000236514.1
MAPK8IP3	9931.23171890696	-0.480609777139152	0.0637311243396235	0.930184911773415	not_sign	ENSG00000138834.15
APRT	130.745091228989	3.3904229639541	0.0637339651187977	0.930184911773415	not_sign	ENSG00000198931.12
STK32B	387.045901467941	-1.65412145440688	0.0637760408692476	0.930184911773415	not_sign	ENSG00000152953.14
EGR2	1348.03673741103	1.00631343675639	0.0638546639121949	0.93043613165904	not_sign	ENSG00000122877.18
ENSG00000257531	76.7285597020094	4.1952836959999	0.0638611825295688	NA	not_sign	ENSG00000257531.2
ZFP2	75.1345615795428	4.28073810991877	0.0639375388545789	NA	not_sign	ENSG00000198939.9
GOLGA7	878.238570116187	1.21831845529287	0.0640327890790982	0.93207670848119	not_sign	ENSG00000147533.19
SSH2	1885.33704674003	0.75828313841278	0.0641216341704376	0.93207670848119	not_sign	ENSG00000141298.19
ENSG00000306093	91.8692579720976	-3.68230196667587	0.0642097387105811	0.93207670848119	not_sign	ENSG00000306093.1
ENSG00000297328	44.8958311242029	4.73807246420669	0.0642145894063234	NA	not_sign	ENSG00000297328.1
DHFR2	314.171332820533	1.73121503083664	0.064249422514227	0.93207670848119	not_sign	ENSG00000178700.10
ENSG00000293341	248.884513497975	-1.88688616338616	0.0642826816577574	0.93207670848119	not_sign	ENSG00000293341.1
RNF14P1	67.8743915319745	3.99639199557968	0.0643256896398269	NA	not_sign	ENSG00000232915.1
DEPDC1	546.521647326325	1.37463546383416	0.0643362964940824	0.93207670848119	not_sign	ENSG00000024526.18
CTSH	228.476954436128	2.68155224787246	0.0644286147372721	0.932334169538512	not_sign	ENSG00000103811.19
ENSG00000295205	56.409340765545	4.34825955361229	0.0645240494093689	NA	not_sign	ENSG00000295205.1
HMG20A	1516.51570424942	0.925257601936931	0.0645950042747071	0.932334169538512	not_sign	ENSG00000140382.16
KANK1	5075.5054184861	0.557496531629201	0.0646217775725821	0.932334169538512	not_sign	ENSG00000107104.22
LINC01539	58.9966585152743	-3.86106295663364	0.0646542755020585	NA	not_sign	ENSG00000267712.8
MTTP	97.5881353208903	3.55692300183987	0.0646795476416567	0.932334169538512	not_sign	ENSG00000138823.14
SLC7A5	1628.4075271883	-0.798933890587714	0.0647127005010712	0.932334169538512	not_sign	ENSG00000103257.11
TIAM2	2709.90604758538	0.818916153937166	0.0647232114527198	0.932334169538512	not_sign	ENSG00000146426.20
MFAP4	306.114081222026	1.84097235312294	0.0649632859695563	0.933206905892682	not_sign	ENSG00000166482.13
BCKDHB	363.181100976682	1.73497180838014	0.0649828091324931	0.933206905892682	not_sign	ENSG00000083123.16
ZNF680P1	52.1458442037348	4.74778263536482	0.0650135703394903	NA	not_sign	ENSG00000228014.1
LINC02606	45.2689182708974	4.74003552763907	0.0650666916186146	NA	not_sign	ENSG00000284693.3
POU3F4	612.577141945094	1.47357965179486	0.0650896007349865	0.933206905892682	not_sign	ENSG00000196767.9
GAS6-AS1	319.236846175676	-1.72079157158573	0.0651274557807684	0.933206905892682	not_sign	ENSG00000233695.2
BCO1	38.0302258374461	-5.41320529744825	0.065245975594631	NA	not_sign	ENSG00000135697.11
H2AC6	2135.71335743412	-0.731544063064929	0.0652480553597923	0.933206905892682	not_sign	ENSG00000180573.10
CTU1	204.582459131443	-2.0350770269427	0.0653330803595952	0.933206905892682	not_sign	ENSG00000142544.8
BTBD17	54.8769703662375	4.67975129748937	0.065356350861426	NA	not_sign	ENSG00000204347.4
FUT9	1420.52099675532	-0.915045677007151	0.065460664319488	0.933206905892682	not_sign	ENSG00000172461.12
USP53	558.170776967732	1.62967803470092	0.0654698014391605	0.933206905892682	not_sign	ENSG00000145390.13
ENSG00000309618	53.765943220781	4.47508953905277	0.0655007478608063	NA	not_sign	ENSG00000309618.1
DDAH1	2136.88499311981	0.732055600660901	0.0655309314260508	0.933206905892682	not_sign	ENSG00000153904.22
GPLD1	108.277803380875	3.56529370381545	0.0655581436846157	0.933206905892682	not_sign	ENSG00000112293.16
ZC2HC1C	25.8267198607668	6.32268639041335	0.0655924080268825	NA	not_sign	ENSG00000119703.16
SLC35C2	5585.70998433133	-0.533017383394316	0.0655999586359681	0.933206905892682	not_sign	ENSG00000080189.16
ENSG00000267898	39.6672307256406	4.96347619307545	0.0656380096781112	NA	not_sign	ENSG00000267898.2
SLC39A4	125.016301581965	-2.60212891511221	0.0656946752939255	0.933206905892682	not_sign	ENSG00000147804.10
ZNF843	101.256751865788	3.5470963637972	0.0657111820114379	0.933206905892682	not_sign	ENSG00000176723.11
SLC22A15	89.4932599907878	3.64103737848892	0.0657238334823903	0.933206905892682	not_sign	ENSG00000163393.14
Metazoa_SRP.158	94.0673968013955	3.62015625833965	0.0658770050673324	0.933206905892682	not_sign	ENSG00000273979.1
ANKZF1	6954.62033028582	-0.563327873733797	0.0658809695445591	0.933206905892682	not_sign	ENSG00000163516.15
ELOB	1348.59220849445	0.973508781193795	0.065913997719831	0.933206905892682	not_sign	ENSG00000103363.17
ENSG00000290846	137.323159498192	3.06040187681648	0.0659810736805767	0.933206905892682	not_sign	ENSG00000290846.2
NBPF26	1014.73526159838	1.14875084902102	0.0660582004524324	0.933206905892682	not_sign	ENSG00000273136.9
TBC1D31	858.774466667072	1.04483807427766	0.0660752966765335	0.933206905892682	not_sign	ENSG00000156787.18
MBNL3	741.479045370963	1.23917939060295	0.0660770100318627	0.933206905892682	not_sign	ENSG00000076770.17
BNIP3	3954.80952837165	-0.611928534153905	0.0663223852855373	0.935800211002823	not_sign	ENSG00000176171.13
ENSG00000304280	46.0800009371516	4.73384671123533	0.0663340443699017	NA	not_sign	ENSG00000304280.1
ENSG00000297068	50.8427499884143	4.7573743969995	0.0663349280822495	NA	not_sign	ENSG00000297068.1
APCDD1L-DT	133.997525840849	3.1651286305078	0.0664776935452192	0.937119039985351	not_sign	ENSG00000231290.8
PRRT1	63.658715526785	4.23698727741285	0.0664824485893633	NA	not_sign	ENSG00000204314.13
STOX1	68.3551228730413	4.30974137673746	0.0664827026953666	NA	not_sign	ENSG00000165730.17
DKFZP434A062	24.7339129673387	6.61351617514543	0.0665019998892475	NA	not_sign	ENSG00000262075.4
ENSG00000264808	53.5341507006082	4.44405053446706	0.0665246294076691	NA	not_sign	ENSG00000264808.3
LAMB4	56.1517713575858	4.26799072975482	0.0665472542264022	NA	not_sign	ENSG00000091128.13
ENSG00000303946	71.5662798857126	4.10720148585707	0.0666195011684004	NA	not_sign	ENSG00000303946.1
ENSG00000293488	38.4696075096492	-5.34608838653752	0.0668039381687577	NA	not_sign	ENSG00000293488.2
TUBA1A	18544.7284513682	0.440801789000791	0.0668885944486698	0.941174402792344	not_sign	ENSG00000167552.17
FIGN	2282.93984863565	0.717805157563383	0.0668895890066883	0.941174402792344	not_sign	ENSG00000182263.15
PTGES	140.869807205725	2.99078971331605	0.0669563251824251	0.941239472926224	not_sign	ENSG00000148344.11
DCUN1D5	2059.25635456956	-0.827446416744089	0.0671697425867388	0.943111169640393	not_sign	ENSG00000137692.13
UNC13A	5735.04954560408	-0.558900257847987	0.067238284864598	0.943111169640393	not_sign	ENSG00000130477.16
ENSG00000260947	185.535518585494	-2.78367060811808	0.067276176216264	0.943111169640393	not_sign	ENSG00000260947.1
ENSG00000287710	108.589915100099	3.51239616983297	0.0673646649259048	0.943478865330093	not_sign	ENSG00000287710.1
YTHDC2	1277.0316343062	0.918108641178954	0.0674292994992823	0.943512100288203	not_sign	ENSG00000047188.17
ENSG00000280157	47.6881998590414	4.8835372338288	0.0675848983681333	NA	not_sign	ENSG00000280157.1
ENSG00000288866	69.0437126376903	4.24320506849722	0.0675947093835256	NA	not_sign	ENSG00000288866.2
RAB11B-AS1	88.0533847465991	3.86206695788388	0.0676983583177041	0.944464492030967	not_sign	ENSG00000269386.7
ENSG00000260645	81.0820188889305	3.70571968434663	0.0677061010553606	0.944464492030967	not_sign	ENSG00000260645.2
FHIT	51.3163294593688	4.56721887496773	0.0677912177100852	NA	not_sign	ENSG00000189283.11
ASB1	1622.1557850468	-0.791057628968313	0.0677940690296207	0.944464492030967	not_sign	ENSG00000065802.13
DDX54	2309.63322485019	-0.71913754152285	0.0678555169429646	0.944464492030967	not_sign	ENSG00000123064.14
MYBL1	1466.32639225386	0.914732555763649	0.0679037750526234	0.944464492030967	not_sign	ENSG00000185697.18
LRRC20	374.171722741825	1.75179591896533	0.0679161589006382	0.944464492030967	not_sign	ENSG00000172731.16
LRIG1	6861.68278035673	0.541335729982189	0.0679336344406595	0.944464492030967	not_sign	ENSG00000144749.15
ENSG00000303374	67.3061351470949	-3.63928885032536	0.0679378973192033	NA	not_sign	ENSG00000303374.1
PRPF31	3420.14394428588	-0.63529285939585	0.0680056992567467	0.944599786009843	not_sign	ENSG00000105618.15
CBS	106.147289649471	3.43095117237571	0.0680697730778944	0.944623938848363	not_sign	ENSG00000160200.19
CCND1	641.344002802707	1.28523724309817	0.0681645310005112	0.945073470065641	not_sign	ENSG00000110092.5
KIF9	136.085924713732	3.18227184075685	0.0682381001110203	0.945228074334356	not_sign	ENSG00000088727.15
FBXO36	147.271535997752	3.08494711154547	0.0683024131368617	0.945228074334356	not_sign	ENSG00000153832.13
ENSG00000303770	42.9641048795948	4.67677859940744	0.0683420326611699	NA	not_sign	ENSG00000303770.1
IFNGR2	665.748751624102	1.15611218537697	0.0683638532150665	0.945228074334356	not_sign	ENSG00000159128.17
FRMD6-AS2	78.3764007336875	3.8269059652143	0.0684011061488217	NA	not_sign	ENSG00000258537.7
OAS3	844.300273849131	-1.29485666557686	0.0685299381766358	0.945228074334356	not_sign	ENSG00000111331.15
BAZ2A	14680.3766469369	-0.483112343963852	0.0685424024982512	0.945228074334356	not_sign	ENSG00000076108.13
E4F1	2584.34505936675	-0.715360990863288	0.0685499309550916	0.945228074334356	not_sign	ENSG00000167967.17
ENSG00000257624	18.3293900828412	7.98256210766193	0.0689007297306753	NA	not_sign	ENSG00000257624.1
MICA	234.108117622872	-2.3916891336644	0.0689028182667703	0.947286867434184	not_sign	ENSG00000204520.15
LOXL2	831.72471341682	1.3149353070593	0.0689038562636106	0.947286867434184	not_sign	ENSG00000134013.17
ENSG00000288648	40.3619165564784	5.18719881666716	0.0689681803275113	NA	not_sign	ENSG00000288648.1
